conceptid,Value,ValueType,Provider
CTP:1047,"B/2/2",Criteria,GCI
CTP:1042,"A/1/1",Criteria,GCI
CTP:1071,"A/1/1",Criteria,GCI
CTP:1072,"A/1/1",Criteria,GCI
CTP:1073,"A/1/1",Criteria,GCI
CTP:1075,"A/1/1",Criteria,GCI
CTP:1076,"A/1/1",Criteria,GCI
CTP:1074,"A/1/1",Criteria,GCI
CTP:1078,"B/2/2",Criteria,GCI
CTP:1079,"B/2/2",Criteria,GCI
CTP:1080,"B/2/2",Criteria,GCI
CTP:1082,"B/2/2",Criteria,GCI
CTP:1081,"B/2/2",Criteria,GCI
CTP:1083,"B/2/2",Criteria,GCI
CTP:1266,"A/1/ 1",Criteria,GCI
CTP:1270,"A/1/ 1",Criteria,GCI
CTP:1272,"A/1/ 1",Criteria,GCI
CTP:1273,"A/1/ 1",Criteria,GCI
CTP:1263,"A/1/ 1",Criteria,GCI
CTP:1262,"A/1/ 1",Criteria,GCI
CTP:1254,"A/1/1",Criteria,GCI
CTP:1255,"A/1/1",Criteria,GCI
CTP:1258,"A/1/1",Criteria,GCI
CTP:1259,"A/1/1",Criteria,GCI
CTP:594,"A/1; C/3; C/3",Criteria,GCI
CTP:685,"C/3/3",Criteria,GCI
CTP:1365,"C/3/3",Criteria,GCI
CTP:1369,"C/3/3",Criteria,GCI
CTP:1380,"C/3/3",Criteria,GCI
CTP:1366,"C/3/3",Criteria,GCI
CTP:750,"A/1/1",Criteria,GCI
CTP:748,"A/1/1",Criteria,GCI
CTP:605,"A/1/1",Criteria,GCI
CTP:1424,"A/1/1",Criteria,GCI
CTP:1088,"A/1/1",Criteria,GCI
CTP:1089,"A/1/1",Criteria,GCI
CTP:1448,"A/1/1",Criteria,GCI
CTP:1385,"A/1/1",Criteria,GCI
CTP:494,"C/3/3",Criteria,GCI
CTP:493,"C/3/3",Criteria,GCI
CTP:261,"C/3/3",Criteria,GCI
CTP:260,"C/3/3",Criteria,GCI
CTP:255,"C/3/3",Criteria,GCI
CTP:254,"C/3/3",Criteria,GCI
CTP:258,"C/3/3",Criteria,GCI
CTP:257,"C/3/3",Criteria,GCI
CTP:409,"C/3/3",Criteria,GCI
CTP:399,"C/3/3",Criteria,GCI
CTP:405,"C/3/3",Criteria,GCI
CTP:393,"C/3/3",Criteria,GCI
CTP:401,"C/3/3",Criteria,GCI
CTP:402,"C/3/3",Criteria,GCI
CTP:389,"C/3/3",Criteria,GCI
CTP:388,"C/3/3",Criteria,GCI
CTP:422,"C/3/3",Criteria,GCI
CTP:429,"C/3/3",Criteria,GCI
CTP:426,"C/3/3",Criteria,GCI
CTP:423,"C/3/3",Criteria,GCI
CTP:427,"C/3/3",Criteria,GCI
CTP:448,"C/3/3",Criteria,GCI
CTP:449,"C/3/3",Criteria,GCI
CTP:419,"C/3/3",Criteria,GCI
CTP:434,"C/3/3",Criteria,GCI
CTP:436,"C/3/3",Criteria,GCI
CTP:437,"C/3/3",Criteria,GCI
CTP:439,"C/3/3",Criteria,GCI
CTP:438,"C/3/3",Criteria,GCI
CTP:442,"C/3/3",Criteria,GCI
CTP:445,"C/3/3",Criteria,GCI
CTP:443,"C/3/3",Criteria,GCI
CTP:444,"C/3/3",Criteria,GCI
CTP:424,"C/3/3",Criteria,GCI
CTP:430,"C/3/3",Criteria,GCI
CTP:432,"C/3/3",Criteria,GCI
CTP:425,"C/3/3",Criteria,GCI
CTP:428,"C/3/3",Criteria,GCI
CTP:447,"C/3/3",Criteria,GCI
CTP:440,"C/3/3",Criteria,GCI
CTP:453,"C/3/3",Criteria,GCI
CTP:431,"C/3/3",Criteria,GCI
CTP:413,"C/3/3",Criteria,GCI
CTP:414,"C/3/3",Criteria,GCI
CTP:415,"C/3/3",Criteria,GCI
CTP:416,"C/3/3",Criteria,GCI
CTP:418,"C/3/3",Criteria,GCI
CTP:417,"C/3/3",Criteria,GCI
CTP:435,"C/3/3",Criteria,GCI
CTP:408,"C/3/3",Criteria,GCI
CTP:390,"C/3/3",Criteria,GCI
CTP:392,"C/3/3",Criteria,GCI
CTP:395,"C/3/3",Criteria,GCI
CTP:406,"C/3/3",Criteria,GCI
CTP:403,"C/3/3",Criteria,GCI
CTP:398,"C/3/3",Criteria,GCI
CTP:420,"C/3/3",Criteria,GCI
CTP:452,"C/3/3",Criteria,GCI
CTP:451,"C/3/3",Criteria,GCI
CTP:454,"C/3/3",Criteria,GCI
CTP:396,"C/3/3",Criteria,GCI
CTP:368,"C/3/3",Criteria,GCI
CTP:372,"C/3/3",Criteria,GCI
CTP:365,"C/3/3",Criteria,GCI
CTP:1228,"A/1/1&C/3/3",Criteria,GCI
CTP:486,"C/3/3",Criteria,GCI
CTP:477,"C/3/3",Criteria,GCI
CTP:478,"C/3/3",Criteria,GCI
CTP:479,"C/3/3",Criteria,GCI
CTP:480,"C/3/3",Criteria,GCI
CTP:482,"C/3/3",Criteria,GCI
CTP:483,"C/3/3",Criteria,GCI
CTP:484,"C/3/3",Criteria,GCI
CTP:475,"C/3/3",Criteria,GCI
CTP:369,"C/3/3",Criteria,GCI
CTP:371,"C/3/3",Criteria,GCI
CTP:1430,"A/1/1",Criteria,GCI
CTP:473,"C/3/3",Criteria,GCI
CTP:472,"C/3/3",Criteria,GCI
CTP:470,"C/3/3",Criteria,GCI
CTP:468,"C/3/3",Criteria,GCI
CTP:467,"C/3/3",Criteria,GCI
CTP:466,"C/3/3",Criteria,GCI
CTP:465,"C/3/3",Criteria,GCI
CTP:749,"A/1/1",Criteria,GCI
CTP:492,"C/3/3",Criteria,GCI
CTP:824,"A/1/1",Criteria,GCI
CTP:826,"A/1/1",Criteria,GCI
CTP:835,"C/3/3",Criteria,GCI
CTP:836,"C/3/3",Criteria,GCI
CTP:326,"A/1/1 & C/3/3",Criteria,GCI
CTP:328,"A/1/1 & C/3/3",Criteria,GCI
CTP:327,"A/1/1 & C/3/3",Criteria,GCI
CTP:88,"C/3/3",Criteria,GCI
CTP:87,"C/3/3",Criteria,GCI
CTP:125,"C/3/3",Criteria,GCI
CTP:1420,"A/1/1",Criteria,GCI
CTP:339,"A/1/1 & C/3/3",Criteria,GCI
CTP:1092,"C/3/3",Criteria,GCI
CTP:554,"A/1/1",Criteria,GCI
CTP:385,"C/3/3",Criteria,GCI
CTP:380,"C/3/3",Criteria,GCI
CTP:375,"C/3/3",Criteria,GCI
CTP:377,"C/3/3",Criteria,GCI
CTP:378,"C/3/3",Criteria,GCI
CTP:156,"C/3/3",Criteria,GCI
CTP:159,"C/3/3",Criteria,GCI
CTP:158,"C/3/3",Criteria,GCI
CTP:161,"C/3/3",Criteria,GCI
CTP:164,"C/3/3",Criteria,GCI
CTP:162,"C/3/3",Criteria,GCI
CTP:163,"C/3/3",Criteria,GCI
CTP:237,"C/3/3",Criteria,GCI
CTP:225,"C/3/3",Criteria,GCI
CTP:224,"C/3/3",Criteria,GCI
CTP:232,"C/3/3",Criteria,GCI
CTP:230,"C/3/3",Criteria,GCI
CTP:214,"C/3/3",Criteria,GCI
CTP:221,"C/3/3",Criteria,GCI
CTP:220,"C/3/3",Criteria,GCI
CTP:211,"C/3/3",Criteria,GCI
CTP:212,"C/3/3",Criteria,GCI
CTP:209,"C/3/3",Criteria,GCI
CTP:207,"C/3/3",Criteria,GCI
CTP:218,"C/3/3",Criteria,GCI
CTP:216,"C/3/3",Criteria,GCI
CTP:1393,"A/1/1 & C/3/3",Criteria,GCI
CTP:1395,"A/1/1 & C/3/3",Criteria,GCI
CTP:1390,"A/1/1 & C/3/3",Criteria,GCI
CTP:1391,"A/1/1 & C/3/3",Criteria,GCI
CTP:1397,"A/1/1 & C/3/3",Criteria,GCI
CTP:1398,"A/1/1 & C/3/3",Criteria,GCI
CTP:1399,"A/1/1 & C/3/3",Criteria,GCI
CTP:1392,"A/1/1 & C/3/3",Criteria,GCI
CTP:1396,"A/1/1 & C/3/3",Criteria,GCI
CTP:1459,"A/1/1 & C/3/3",Criteria,GCI
CTP:1458,"A/1/1 & C/3/3",Criteria,GCI
CTP:1455,"A/1/1 & C/3/3",Criteria,GCI
CTP:1462,"A/1/1 & C/3/3",Criteria,GCI
CTP:1461,"A/1/1 & C/3/3",Criteria,GCI
CTP:1460,"A/1/1 & C/3/3",Criteria,GCI
CTP:1454,"A/1/1 & C/3/3",Criteria,GCI
CTP:1453,"A/1/1 & C/3/3",Criteria,GCI
CTP:1456,"A/1/1 & C/3/3",Criteria,GCI
CTP:251,"C/3/3",Criteria,GCI
CTP:250,"C/3/3",Criteria,GCI
CTP:240,"C/3/3",Criteria,GCI
CTP:241,"C/3/3",Criteria,GCI
CTP:243,"C/3/3",Criteria,GCI
CTP:244,"C/3/3",Criteria,GCI
CTP:248,"C/3/3",Criteria,GCI
CTP:246,"C/3/3",Criteria,GCI
CTP:188,"C/3/3",Criteria,GCI
CTP:201,"C/3/3",Criteria,GCI
CTP:182,"C/3/3",Criteria,GCI
CTP:180,"C/3/3",Criteria,GCI
CTP:167,"C/3/3",Criteria,GCI
CTP:177,"C/3/3",Criteria,GCI
CTP:178,"C/3/3",Criteria,GCI
CTP:176,"C/3/3",Criteria,GCI
CTP:170,"C/3/3",Criteria,GCI
CTP:171,"C/3/3",Criteria,GCI
CTP:173,"C/3/3",Criteria,GCI
CTP:174,"C/3/3",Criteria,GCI
CTP:193,"C/3/3",Criteria,GCI
CTP:195,"C/3/3",Criteria,GCI
CTP:194,"C/3/3",Criteria,GCI
CTP:197,"C/3/3",Criteria,GCI
CTP:199,"C/3/3",Criteria,GCI
CTP:198,"C/3/3",Criteria,GCI
CTP:200,"C/3/3",Criteria,GCI
CTP:190,"C/3/3",Criteria,GCI
CTP:1394,"A/1/1 & C/3/3",Criteria,GCI
CTP:1457,"A/1/1 & C/3/3",Criteria,GCI
CTP:1129,"A/1/1 & C/3/3",Criteria,GCI
CTP:1437,"A/1/1 & C/3/3",Criteria,GCI
CTP:1434,"A/1/1 & C/3/3",Criteria,GCI
CTP:1435,"A/1/1 & C/3/3",Criteria,GCI
CTP:1441,"A/1/1 & C/3/3",Criteria,GCI
CTP:1442,"A/1/1 & C/3/3",Criteria,GCI
CTP:1443,"A/1/1 & C/3/3",Criteria,GCI
CTP:1436,"A/1/1 & C/3/3",Criteria,GCI
CTP:1440,"A/1/1 & C/3/3",Criteria,GCI
CTP:1438,"A/1/1 & C/3/3",Criteria,GCI
CTP:1439,"A/1/1 & C/3/3",Criteria,GCI
CTP:1133,"A/1/1 & C/3/3",Criteria,GCI
CTP:1131,"A/1/1 & C/3/3",Criteria,GCI
CTP:186,"C/3/3",Criteria,GCI
CTP:184,"C/3/3",Criteria,GCI
CTP:185,"C/3/3",Criteria,GCI
CTP:187,"C/3/3",Criteria,GCI
CTP:204,"C/3/3",Criteria,GCI
CTP:203,"C/3/3",Criteria,GCI
CTP:226,"C/3/3",Criteria,GCI
CTP:799,"A/1/1",Criteria,GCI
CTP:800,"A/1/1",Criteria,GCI
CTP:825,"A/1/1 & C/3/3",Criteria,GCI
CTP:796,"A/1/1",Criteria,GCI
CTP:794,"A/1/1",Criteria,GCI
CTP:795,"A/1/1",Criteria,GCI
CTP:819,"A/1/1",Criteria,GCI
CTP:818,"A/1/1 & C/3/3",Criteria,GCI
CTP:820,"A/1/1",Criteria,GCI
CTP:834,"C/3/3",Criteria,GCI
CTP:837,"C/3/3",Criteria,GCI
CTP:838,"C/3/3",Criteria,GCI
CTP:814,"A/1/1",Criteria,GCI
CTP:815,"A/1/1",Criteria,GCI
CTP:813,"A/1/1",Criteria,GCI
CTP:774,"A/1/1",Criteria,GCI
CTP:775,"A/1/1",Criteria,GCI
CTP:779,"A/1/1 & C/3/3",Criteria,GCI
CTP:782,"A/1/1",Criteria,GCI
CTP:785,"A/1/1 & C/3/3",Criteria,GCI
CTP:827,"A/1/1",Criteria,GCI
CTP:849,"A/1/1 & C/3/3",Criteria,GCI
CTP:851,"A/1/1 & C/3/3",Criteria,GCI
CTP:848,"A/1/1 & C/3/3",Criteria,GCI
CTP:850,"A/1/1 & C/3/3",Criteria,GCI
CTP:846,"A/1/1",Criteria,GCI
CTP:788,"A/1/1 & C/3/3",Criteria,GCI
CTP:790,"A/1/1",Criteria,GCI
CTP:789,"A/1/1 & C/3/3",Criteria,GCI
CTP:760,"A/1/1",Criteria,GCI
CTP:763,"A/1/1",Criteria,GCI
CTP:804,"A/1/1",Criteria,GCI
CTP:803,"A/1/1 & C/3/3",Criteria,GCI
CTP:806,"A/1/1",Criteria,GCI
CTP:807,"A/1/1",Criteria,GCI
CTP:1400,"A/1/1 & C/3/3",Criteria,GCI
CTP:1444,"A/1/1 & C/3/3",Criteria,GCI
CTP:1463,"A/1/1 & C/3/3",Criteria,GCI
CTP:381,"C/3/3",Criteria,GCI
CTP:382,"C/3/3",Criteria,GCI
CTP:383,"C/3/3",Criteria,GCI
CTP:798,"A/1/1",Criteria,GCI
CTP:841,"B/2/2",Criteria,GCI
CTP:840,"B/2/2",Criteria,GCI
CTP:842,"B/2/2",Criteria,GCI
CTP:767,"A/1/1",Criteria,GCI
CTP:770,"A/1/1",Criteria,GCI
CTP:809,"A/1/1",Criteria,GCI
CTP:843,"B/2/2",Criteria,GCI
CTP:831,"A/1/1",Criteria,GCI
CTP:771,"A/1/1",Criteria,GCI
CTP:812,"A/1/1",Criteria,GCI
CTP:8,"C/3/3",Criteria,GCI
CTP:7,"C/3/3",Criteria,GCI
CTP:1153,"A/1/1 & C/3/3",Criteria,GCI
CTP:1154,"A/1/1 & C/3/3",Criteria,GCI
CTP:1155,"A/1/1 & C/3/3",Criteria,GCI
CTP:1152,"A/1/1 & C/3/3",Criteria,GCI
CTP:628,"A/1/1 & C/3/3",Criteria,GCI
CTP:538,"A/1/1 & C/3/3",Criteria,GCI
CTP:539,"A/1/1 & C/3/3",Criteria,GCI
CTP:536,"A/1/1 & C/3/3",Criteria,GCI
CTP:537,"A/1/1 & C/3/3",Criteria,GCI
CTP:533,"A/1/1 & C/3/3",Criteria,GCI
CTP:534,"A/1/1 & C/3/3",Criteria,GCI
CTP:535,"A/1/1 & C/3/3",Criteria,GCI
CTP:540,"A/1/1 & C/3/3",Criteria,GCI
CTP:1423,"A/1/1",Criteria,GCI
CTP:1402,"A/1/1",Criteria,GCI
CTP:1114,"B/2/2",Criteria,GCI
CTP:1120,"A/1/1",Criteria,GCI
CTP:1143,"A/1/1",Criteria,GCI
CTP:553,"A/1/1",Criteria,GCI
CTP:168,"C/3/3",Criteria,GCI
CTP:1280,"A/1/1",Criteria,GCI
CTP:585,"A/1/1 & C/3/3",Criteria,GCI
CTP:739,"A/1/1",Criteria,GCI
CTP:43,"C/3/3",Criteria,GCI
CTP:1334,"A/1/1",Criteria,GCI
CTP:1330,"B/2/2",Criteria,GCI
CTP:1269,"A/1/ 1",Criteria,GCI
CTP:1271,"A/1/ 1",Criteria,GCI
CTP:1267,"A/1/ 1",Criteria,GCI
CTP:1268,"A/1/ 1",Criteria,GCI
CTP:6,"C/3/3",Criteria,GCI
CTP:500,"C/3/3",Criteria,GCI
CTP:499,"C/3/3",Criteria,GCI
CTP:496,"C/3/3",Criteria,GCI
CTP:489,"C/3/3",Criteria,GCI
CTP:488,"C/3/3",Criteria,GCI
CTP:497,"C/3/3",Criteria,GCI
CTP:147,"C/3/3",Criteria,GCI
CTP:149,"C/3/3",Criteria,GCI
CTP:192,"C/3/3",Criteria,GCI
CTP:511,"C/3/3",Criteria,GCI
CTP:515,"C/3/3",Criteria,GCI
CTP:1338,"C/3/3",Criteria,GCI
CTP:636,"A/1/1&C/3/3",Criteria,GCI
CTP:228,"C/3/3",Criteria,GCI
CTP:234,"C/3/3",Criteria,GCI
CTP:235,"C/3/3",Criteria,GCI
CTP:62,"C/3/3",Criteria,GCI
CTP:64,"C/3/3",Criteria,GCI
CTP:63,"C/3/3",Criteria,GCI
CTP:613,"A/1/1 & C/3/3",Criteria,GCI
CTP:614,"A/1/1 & C/3/3",Criteria,GCI
CTP:616,"A/1/1 & C/3/3",Criteria,GCI
CTP:615,"A/1/1 & C/3/3",Criteria,GCI
CTP:714,"A/1/1",Criteria,GCI
CTP:829,"A/1/1",Criteria,GCI
CTP:18,"C/3/3",Criteria,GCI
CTP:19,"C/3/3",Criteria,GCI
CTP:20,"C/3/3",Criteria,GCI
CTP:1173,"A/1/1",Criteria,GCI
CTP:736,"A/1/1",Criteria,GCI
CTP:735,"A/1/1",Criteria,GCI
CTP:27,"C/3/3",Criteria,GCI
CTP:713,"A/1/1",Criteria,GCI
CTP:922,"1850",PeriodOfSignificanceBegin,GCI
CTP:918,"1850",PeriodOfSignificanceBegin,GCI
CTP:920,"1850",PeriodOfSignificanceBegin,GCI
CTP:919,"1850",PeriodOfSignificanceBegin,GCI
CTP:928,"1850",PeriodOfSignificanceBegin,GCI
CTP:924,"1850",PeriodOfSignificanceBegin,GCI
CTP:926,"1850",PeriodOfSignificanceBegin,GCI
CTP:925,"1850",PeriodOfSignificanceBegin,GCI
CTP:29,"1946",PeriodOfSignificanceBegin,GCI
CTP:31,"1946",PeriodOfSignificanceBegin,GCI
CTP:30,"1946",PeriodOfSignificanceBegin,GCI
CTP:39,"1945",PeriodOfSignificanceBegin,GCI
CTP:35,"1945",PeriodOfSignificanceBegin,GCI
CTP:38,"1945",PeriodOfSignificanceBegin,GCI
CTP:37,"1945",PeriodOfSignificanceBegin,GCI
CTP:36,"1945",PeriodOfSignificanceBegin,GCI
CTP:41,"1955",PeriodOfSignificanceBegin,GCI
CTP:44,"1955",PeriodOfSignificanceBegin,GCI
CTP:42,"1955",PeriodOfSignificanceBegin,GCI
CTP:1470,"1781",PeriodOfSignificanceBegin,GCI
CTP:1466,"1781",PeriodOfSignificanceBegin,GCI
CTP:1468,"1781",PeriodOfSignificanceBegin,GCI
CTP:1467,"1781",PeriodOfSignificanceBegin,GCI
CTP:1476,"1781",PeriodOfSignificanceBegin,GCI
CTP:1472,"1781",PeriodOfSignificanceBegin,GCI
CTP:1474,"1781",PeriodOfSignificanceBegin,GCI
CTP:1473,"1781",PeriodOfSignificanceBegin,GCI
CTP:882,"1850",PeriodOfSignificanceBegin,GCI
CTP:881,"1850",PeriodOfSignificanceBegin,GCI
CTP:871,"1850",PeriodOfSignificanceBegin,GCI
CTP:877,"1850",PeriodOfSignificanceBegin,GCI
CTP:874,"1850",PeriodOfSignificanceBegin,GCI
CTP:901,"1850",PeriodOfSignificanceBegin,GCI
CTP:900,"1850",PeriodOfSignificanceBegin,GCI
CTP:890,"1850",PeriodOfSignificanceBegin,GCI
CTP:896,"1850",PeriodOfSignificanceBegin,GCI
CTP:893,"1850",PeriodOfSignificanceBegin,GCI
CTP:867,"1850",PeriodOfSignificanceBegin,GCI
CTP:866,"1850",PeriodOfSignificanceBegin,GCI
CTP:856,"1850",PeriodOfSignificanceBegin,GCI
CTP:862,"1850",PeriodOfSignificanceBegin,GCI
CTP:859,"1850",PeriodOfSignificanceBegin,GCI
CTP:885,"1850",PeriodOfSignificanceBegin,GCI
CTP:886,"1850",PeriodOfSignificanceBegin,GCI
CTP:47,"1919",PeriodOfSignificanceBegin,GCI
CTP:54,"1920",PeriodOfSignificanceBegin,GCI
CTP:52,"1920",PeriodOfSignificanceBegin,GCI
CTP:53,"1920",PeriodOfSignificanceBegin,GCI
CTP:909,"1850",PeriodOfSignificanceBegin,GCI
CTP:905,"1850",PeriodOfSignificanceBegin,GCI
CTP:907,"1850",PeriodOfSignificanceBegin,GCI
CTP:906,"1850",PeriodOfSignificanceBegin,GCI
CTP:915,"1850",PeriodOfSignificanceBegin,GCI
CTP:911,"1850",PeriodOfSignificanceBegin,GCI
CTP:913,"1850",PeriodOfSignificanceBegin,GCI
CTP:912,"1850",PeriodOfSignificanceBegin,GCI
CTP:60,"1926",PeriodOfSignificanceBegin,GCI
CTP:57,"1926",PeriodOfSignificanceBegin,GCI
CTP:59,"1926",PeriodOfSignificanceBegin,GCI
CTP:58,"1926",PeriodOfSignificanceBegin,GCI
CTP:65,"1935",PeriodOfSignificanceBegin,GCI
CTP:68,"1956",PeriodOfSignificanceBegin,GCI
CTP:67,"1956",PeriodOfSignificanceBegin,GCI
CTP:74,"1928",PeriodOfSignificanceBegin,GCI
CTP:75,"1928",PeriodOfSignificanceBegin,GCI
CTP:80,"1934",PeriodOfSignificanceBegin,GCI
CTP:77,"1934",PeriodOfSignificanceBegin,GCI
CTP:79,"1934",PeriodOfSignificanceBegin,GCI
CTP:78,"1934",PeriodOfSignificanceBegin,GCI
CTP:70,"1936",PeriodOfSignificanceBegin,GCI
CTP:72,"1936",PeriodOfSignificanceBegin,GCI
CTP:71,"1936",PeriodOfSignificanceBegin,GCI
CTP:935,"1850",PeriodOfSignificanceBegin,GCI
CTP:931,"1850",PeriodOfSignificanceBegin,GCI
CTP:933,"1850",PeriodOfSignificanceBegin,GCI
CTP:932,"1850",PeriodOfSignificanceBegin,GCI
CTP:941,"1850",PeriodOfSignificanceBegin,GCI
CTP:937,"1850",PeriodOfSignificanceBegin,GCI
CTP:939,"1850",PeriodOfSignificanceBegin,GCI
CTP:938,"1850",PeriodOfSignificanceBegin,GCI
CTP:948,"1850",PeriodOfSignificanceBegin,GCI
CTP:944,"1850",PeriodOfSignificanceBegin,GCI
CTP:946,"1850",PeriodOfSignificanceBegin,GCI
CTP:945,"1850",PeriodOfSignificanceBegin,GCI
CTP:954,"1850",PeriodOfSignificanceBegin,GCI
CTP:950,"1850",PeriodOfSignificanceBegin,GCI
CTP:952,"1850",PeriodOfSignificanceBegin,GCI
CTP:951,"1850",PeriodOfSignificanceBegin,GCI
CTP:961,"1850",PeriodOfSignificanceBegin,GCI
CTP:957,"1850",PeriodOfSignificanceBegin,GCI
CTP:959,"1850",PeriodOfSignificanceBegin,GCI
CTP:958,"1850",PeriodOfSignificanceBegin,GCI
CTP:967,"1850",PeriodOfSignificanceBegin,GCI
CTP:963,"1850",PeriodOfSignificanceBegin,GCI
CTP:965,"1850",PeriodOfSignificanceBegin,GCI
CTP:964,"1850",PeriodOfSignificanceBegin,GCI
CTP:974,"1850",PeriodOfSignificanceBegin,GCI
CTP:970,"1850",PeriodOfSignificanceBegin,GCI
CTP:972,"1850",PeriodOfSignificanceBegin,GCI
CTP:971,"1850",PeriodOfSignificanceBegin,GCI
CTP:980,"1850",PeriodOfSignificanceBegin,GCI
CTP:976,"1850",PeriodOfSignificanceBegin,GCI
CTP:978,"1850",PeriodOfSignificanceBegin,GCI
CTP:977,"1850",PeriodOfSignificanceBegin,GCI
CTP:987,"1850",PeriodOfSignificanceBegin,GCI
CTP:983,"1850",PeriodOfSignificanceBegin,GCI
CTP:985,"1850",PeriodOfSignificanceBegin,GCI
CTP:984,"1850",PeriodOfSignificanceBegin,GCI
CTP:993,"1850",PeriodOfSignificanceBegin,GCI
CTP:989,"1850",PeriodOfSignificanceBegin,GCI
CTP:991,"1850",PeriodOfSignificanceBegin,GCI
CTP:990,"1850",PeriodOfSignificanceBegin,GCI
CTP:1000,"1850",PeriodOfSignificanceBegin,GCI
CTP:996,"1850",PeriodOfSignificanceBegin,GCI
CTP:998,"1850",PeriodOfSignificanceBegin,GCI
CTP:997,"1850",PeriodOfSignificanceBegin,GCI
CTP:1006,"1850",PeriodOfSignificanceBegin,GCI
CTP:1002,"1850",PeriodOfSignificanceBegin,GCI
CTP:1004,"1850",PeriodOfSignificanceBegin,GCI
CTP:1003,"1850",PeriodOfSignificanceBegin,GCI
CTP:1013,"1850",PeriodOfSignificanceBegin,GCI
CTP:1009,"1850",PeriodOfSignificanceBegin,GCI
CTP:1011,"1850",PeriodOfSignificanceBegin,GCI
CTP:1010,"1850",PeriodOfSignificanceBegin,GCI
CTP:1019,"1850",PeriodOfSignificanceBegin,GCI
CTP:1015,"1850",PeriodOfSignificanceBegin,GCI
CTP:1017,"1850",PeriodOfSignificanceBegin,GCI
CTP:1016,"1850",PeriodOfSignificanceBegin,GCI
CTP:1026,"1850",PeriodOfSignificanceBegin,GCI
CTP:1022,"1850",PeriodOfSignificanceBegin,GCI
CTP:1024,"1850",PeriodOfSignificanceBegin,GCI
CTP:1023,"1850",PeriodOfSignificanceBegin,GCI
CTP:1032,"1850",PeriodOfSignificanceBegin,GCI
CTP:1028,"1850",PeriodOfSignificanceBegin,GCI
CTP:1030,"1850",PeriodOfSignificanceBegin,GCI
CTP:1029,"1850",PeriodOfSignificanceBegin,GCI
CTP:1375,"1910",PeriodOfSignificanceBegin,GCI
CTP:1359,"1920",PeriodOfSignificanceBegin,GCI
CTP:1360,"1940",PeriodOfSignificanceBegin,GCI
CTP:1362,"1930",PeriodOfSignificanceBegin,GCI
CTP:1361,"1950",PeriodOfSignificanceBegin,GCI
CTP:1356,"1910",PeriodOfSignificanceBegin,GCI
CTP:1354,"1910",PeriodOfSignificanceBegin,GCI
CTP:1355,"1910",PeriodOfSignificanceBegin,GCI
CTP:1372,"1939",PeriodOfSignificanceBegin,GCI
CTP:138,"1905",PeriodOfSignificanceBegin,GCI
CTP:137,"1905",PeriodOfSignificanceBegin,GCI
CTP:135,"1905",PeriodOfSignificanceBegin,GCI
CTP:134,"1905",PeriodOfSignificanceBegin,GCI
CTP:152,"1895",PeriodOfSignificanceBegin,GCI
CTP:151,"1895",PeriodOfSignificanceBegin,GCI
CTP:148,"1895",PeriodOfSignificanceBegin,GCI
CTP:144,"1905",PeriodOfSignificanceBegin,GCI
CTP:143,"1905",PeriodOfSignificanceBegin,GCI
CTP:141,"1905",PeriodOfSignificanceBegin,GCI
CTP:126,"1895",PeriodOfSignificanceBegin,GCI
CTP:131,"1898",PeriodOfSignificanceBegin,GCI
CTP:129,"1898",PeriodOfSignificanceBegin,GCI
CTP:115,"1850",PeriodOfSignificanceBegin,GCI
CTP:103,"1850",PeriodOfSignificanceBegin,GCI
CTP:112,"1850",PeriodOfSignificanceBegin,GCI
CTP:106,"1850",PeriodOfSignificanceBegin,GCI
CTP:107,"1850",PeriodOfSignificanceBegin,GCI
CTP:108,"1850",PeriodOfSignificanceBegin,GCI
CTP:110,"1850",PeriodOfSignificanceBegin,GCI
CTP:118,"1850",PeriodOfSignificanceBegin,GCI
CTP:100,"1850",PeriodOfSignificanceBegin,GCI
CTP:98,"1850",PeriodOfSignificanceBegin,GCI
CTP:121,"1850",PeriodOfSignificanceBegin,GCI
CTP:1192,"1912",PeriodOfSignificanceBegin,GCI
CTP:1192,"1876",PeriodOfSignificanceBegin,GCI
CTP:754,"1908",PeriodOfSignificanceBegin,GCI
CTP:753,"1908",PeriodOfSignificanceBegin,GCI
CTP:725,"1908",PeriodOfSignificanceBegin,GCI
CTP:722,"1919",PeriodOfSignificanceBegin,GCI
CTP:721,"1919",PeriodOfSignificanceBegin,GCI
CTP:729,"1922",PeriodOfSignificanceBegin,GCI
CTP:728,"1922",PeriodOfSignificanceBegin,GCI
CTP:607,"1875",PeriodOfSignificanceBegin,GCI
CTP:619,"1875",PeriodOfSignificanceBegin,GCI
CTP:732,"1925",PeriodOfSignificanceBegin,GCI
CTP:33,"1935",PeriodOfSignificanceBegin,GCI
CTP:546,"1910",PeriodOfSignificanceBegin,GCI
CTP:545,"1910",PeriodOfSignificanceBegin,GCI
CTP:547,"1910",PeriodOfSignificanceBegin,GCI
CTP:548,"1910",PeriodOfSignificanceBegin,GCI
CTP:550,"1910",PeriodOfSignificanceBegin,GCI
CTP:549,"1910",PeriodOfSignificanceBegin,GCI
CTP:610,"1915",PeriodOfSignificanceBegin,GCI
CTP:743,"1919",PeriodOfSignificanceBegin,GCI
CTP:744,"1919",PeriodOfSignificanceBegin,GCI
CTP:742,"1919",PeriodOfSignificanceBegin,GCI
CTP:717,"1908",PeriodOfSignificanceBegin,GCI
CTP:1169,"1876",PeriodOfSignificanceBegin,GCI
